,corr,names,name,corrnames
86,"2376,2645,2363,2456,659","View to a Kill, A (1985);;Dracula (1958);;Godzilla (Gojira) (1954);;Fly II, The (1989);;Purple Noon (1960)",White Squall (1996),"View to a Kill, A (1985);;Dracula (1958);;Godzilla (Gojira) (1954);;Fly II, The (1989);;Purple Noon (1960)"
87,"1454,1346,363,559,403","SubUrbia (1997);;Cat People (1982);;Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993);;Paris, France (1993);;Two Crimes (1995)",Dunston Checks In (1996),"SubUrbia (1997);;Cat People (1982);;Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993);;Paris, France (1993);;Two Crimes (1995)"
88,"322,3000,1967,211,2900","Swimming with Sharks (1995);;Princess Mononoke, The (Mononoke Hime) (1997);;Labyrinth (1986);;Browning Version, The (1994);;Monkey Shines (1988)",Black Sheep (1996),"Swimming with Sharks (1995);;Princess Mononoke, The (Mononoke Hime) (1997);;Labyrinth (1986);;Browning Version, The (1994);;Monkey Shines (1988)"
89,"743,531,1604,1467,305","Spy Hard (1996);;Secret Garden, The (1993);;Money Talks (1997);;Salut cousin! (1996);;Ready to Wear (Pret-A-Porter) (1994)",Nick of Time (1995),"Spy Hard (1996);;Secret Garden, The (1993);;Money Talks (1997);;Salut cousin! (1996);;Ready to Wear (Pret-A-Porter) (1994)"
90,"689,713,688,1051,2337",Of Love and Shadows (1994);;Operation Dumbo Drop (1995);;Trees Lounge (1996);;Velvet Goldmine (1998),"Journey of August King, The (1995)",Of Love and Shadows (1994);;Operation Dumbo Drop (1995);;Trees Lounge (1996);;Velvet Goldmine (1998)
92,"2327,1254,904,2614,3198","Tales from the Darkside: The Movie (1990);;Treasure of the Sierra Madre, The (1948);;Rear Window (1954);;Chopping Mall (a.k.a. Killbots) (1986);;Papillon (1973)",Mary Reilly (1996),"Tales from the Darkside: The Movie (1990);;Treasure of the Sierra Madre, The (1948);;Rear Window (1954);;Chopping Mall (a.k.a. Killbots) (1986);;Papillon (1973)"
93,"2559,3497,1346,1454,65","King and I, The (1999);;Max Dugan Returns (1983);;Cat People (1982);;SubUrbia (1997);;Bio-Dome (1996)",Vampire in Brooklyn (1995),"King and I, The (1999);;Max Dugan Returns (1983);;Cat People (1982);;SubUrbia (1997);;Bio-Dome (1996)"
94,"2759,1964,80,505,979","Dick (1999);;Klute (1971);;White Balloon, The (Badkonake Sefid ) (1995);;North (1994);;Nothing Personal (1995)",Beautiful Girls (1996),"Dick (1999);;Klute (1971);;White Balloon, The (Badkonake Sefid ) (1995);;North (1994);;Nothing Personal (1995)"
95,"1412,418,735,1924,478",Some Mother's Son (1996);;Being Human (1993);;Cemetery Man (Dellamorte Dellamore) (1994);;Plan 9 from Outer Space (1958);;Jimmy Hollywood (1994),Broken Arrow (1996),Some Mother's Son (1996);;Being Human (1993);;Cemetery Man (Dellamorte Dellamore) (1994);;Plan 9 from Outer Space (1958);;Jimmy Hollywood (1994)
96,"742,3077,566,2977,3114",Thinner (1996);;42 Up (1998);;Naked in New York (1994);;Crazy in Alabama (1999);;Toy Story 2 (1999),In the Bleak Midwinter (1995),Thinner (1996);;42 Up (1998);;Naked in New York (1994);;Crazy in Alabama (1999);;Toy Story 2 (1999)
97,"1200,630,1251,2265,1250","Aliens (1986);;Carried Away (1996);;8 1/2 (1963);;Nothing But Trouble (1991);;Bridge on the River Kwai, The (1957)","Hate (Haine, La) (1995)","Aliens (1986);;Carried Away (1996);;8 1/2 (1963);;Nothing But Trouble (1991);;Bridge on the River Kwai, The (1957)"
98,"2354,1699,908,1577,1508","Rugrats Movie, The (1998);;Butcher Boy, The (1998);;North by Northwest (1959);;Mondo (1996);;Traveller (1997)",Shopping (1994),"Rugrats Movie, The (1998);;Butcher Boy, The (1998);;North by Northwest (1959);;Mondo (1996);;Traveller (1997)"
99,"106,112,3314,3480,2739","Nobody Loves Me (Keiner liebt mich) (1994);;Rumble in the Bronx (1995);;Big Trees, The (1952);;Lucas (1986);;Color Purple, The (1985)",Heidi Fleiss: Hollywood Madam (1995),"Nobody Loves Me (Keiner liebt mich) (1994);;Rumble in the Bronx (1995);;Big Trees, The (1952);;Lucas (1986);;Color Purple, The (1985)"
100,"1358,219,1493,1532,924","Sling Blade (1996);;Cure, The (1995);;Love and Other Catastrophes (1996);;Sprung (1997);;2001: A Space Odyssey (1968)",City Hall (1996),"Sling Blade (1996);;Cure, The (1995);;Love and Other Catastrophes (1996);;Sprung (1997);;2001: A Space Odyssey (1968)"
101,"2765,2179,312,2883,1631","Acid House, The (1998);;Topaz (1969);;Stuart Saves His Family (1995);;Mumford (1999);;Assignment, The (1997)",Bottle Rocket (1996),"Acid House, The (1998);;Topaz (1969);;Stuart Saves His Family (1995);;Mumford (1999);;Assignment, The (1997)"
102,"421,673,64,2565,3014","Black Beauty (1994);;Space Jam (1996);;Two if by Sea (1996);;King and I, The (1956);;Bustin' Loose (1981)",Mr. Wrong (1996),"Black Beauty (1994);;Space Jam (1996);;Two if by Sea (1996);;King and I, The (1956);;Bustin' Loose (1981)"
103,"2707,635,133,3198,904","Arlington Road (1999);;Family Thing, A (1996);;Nueba Yol (1995);;Papillon (1973);;Rear Window (1954)",Unforgettable (1996),"Arlington Road (1999);;Family Thing, A (1996);;Nueba Yol (1995);;Papillon (1973);;Rear Window (1954)"
104,"211,322,2119,1594,333","Browning Version, The (1994);;Swimming with Sharks (1995);;Maximum Overdrive (1986);;In the Company of Men (1997);;Tommy Boy (1995)",Happy Gilmore (1996),"Browning Version, The (1994);;Swimming with Sharks (1995);;Maximum Overdrive (1986);;In the Company of Men (1997);;Tommy Boy (1995)"
105,"3261,1239,276,1688,136",Singles (1992);;Milk Money (1994);;Anastasia (1997);;From the Journals of Jean Seberg (1995),"Bridges of Madison County, The (1995)",Singles (1992);;Milk Money (1994);;Anastasia (1997);;From the Journals of Jean Seberg (1995)
106,"1057,3088,2660,689,713","Everyone Says I Love You (1996);;Harvey (1950);;Thing From Another World, The (1951);;Of Love and Shadows (1994)",Nobody Loves Me (Keiner liebt mich) (1994),"Everyone Says I Love You (1996);;Harvey (1950);;Thing From Another World, The (1951);;Of Love and Shadows (1994)"
107,"1881,3398,951,596,1888","Quest for Camelot (1998);;Muppets Take Manhattan, The (1984);;His Girl Friday (1940);;Pinocchio (1940);;Hope Floats (1998)",Muppet Treasure Island (1996),"Quest for Camelot (1998);;Muppets Take Manhattan, The (1984);;His Girl Friday (1940);;Pinocchio (1940);;Hope Floats (1998)"
108,"2617,3480,3485,2983,3593","Mummy, The (1999);;Lucas (1986);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Battlefield Earth (2000)",Catwalk (1995),"Mummy, The (1999);;Lucas (1986);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Battlefield Earth (2000)"
110,"1290,1347,700,1441,88","Some Kind of Wonderful (1987);;Nightmare on Elm Street, A (1984);;Angus (1995);;Benny & Joon (1993);;Black Sheep (1996)",Braveheart (1995),"Some Kind of Wonderful (1987);;Nightmare on Elm Street, A (1984);;Angus (1995);;Benny & Joon (1993);;Black Sheep (1996)"
111,"3100,1122,2987,3459,1751","River Runs Through It, A (1992);;Plutonium Circus (1995);;Who Framed Roger Rabbit? (1988);;Gothic (1986)",Taxi Driver (1976),"River Runs Through It, A (1992);;Plutonium Circus (1995);;Who Framed Roger Rabbit? (1988);;Gothic (1986)"
112,"794,1309,1658,2059,2643","Midnight Dancers (Sibak) (1994);;Parallel Sons (1995);;Life Less Ordinary, A (1997);;Parent Trap, The (1998);;Superman IV: The Quest for Peace (1987)",Rumble in the Bronx (1995),"Midnight Dancers (Sibak) (1994);;Parallel Sons (1995);;Life Less Ordinary, A (1997);;Parent Trap, The (1998);;Superman IV: The Quest for Peace (1987)"
113,"364,1393,911,1254,784","Lion King, The (1994);;Jerry Maguire (1996);;Charade (1963);;Treasure of the Sierra Madre, The (1948);;Cable Guy, The (1996)",Before and After (1996),"Lion King, The (1994);;Jerry Maguire (1996);;Charade (1963);;Treasure of the Sierra Madre, The (1948);;Cable Guy, The (1996)"
114,"1330,1370,550,2601,1351","April Fool's Day (1986);;Die Hard 2 (1990);;Threesome (1994);;Little Bit of Soul, A (1998);;Blood & Wine (1997)",Margaret's Museum (1995),"April Fool's Day (1986);;Die Hard 2 (1990);;Threesome (1994);;Little Bit of Soul, A (1998);;Blood & Wine (1997)"
116,"97,106,3480,147,2617","Hate (Haine, La) (1995);;Nobody Loves Me (Keiner liebt mich) (1994);;Lucas (1986);;Basketball Diaries, The (1995);;Mummy, The (1999)",Anne Frank Remembered (1995),"Hate (Haine, La) (1995);;Nobody Loves Me (Keiner liebt mich) (1994);;Lucas (1986);;Basketball Diaries, The (1995);;Mummy, The (1999)"
117,"384,1872,2909,326,2220","Bad Company (1995);;Go Now (1995);;Five Wives, Three Secretaries and Me (1998);;To Live (Huozhe) (1994);;Manxman, The (1929)","Young Poisoner's Handbook, The (1995)","Bad Company (1995);;Go Now (1995);;Five Wives, Three Secretaries and Me (1998);;To Live (Huozhe) (1994);;Manxman, The (1929)"
118,"278,2077,1403,33,2639","Miami Rhapsody (1995);;Journey of Natty Gann, The (1985);;Wings of Courage (1995);;Mommie Dearest (1981)",If Lucy Fell (1996),"Miami Rhapsody (1995);;Journey of Natty Gann, The (1985);;Wings of Courage (1995);;Mommie Dearest (1981)"
119,"780,2021,783,2092,190","Independence Day (ID4) (1996);;Dune (1984);;Hunchback of Notre Dame, The (1996);;Return of Jafar, The (1993);;Safe (1995)","Steal Big, Steal Little (1995)","Independence Day (ID4) (1996);;Dune (1984);;Hunchback of Notre Dame, The (1996);;Return of Jafar, The (1993);;Safe (1995)"
120,"1837,1677,1690,55,53","Odd Couple II, The (1998);;Critical Care (1997);;Alien: Resurrection (1997);;Georgia (1995);;Lamerica (1994)",Race the Sun (1996),"Odd Couple II, The (1998);;Critical Care (1997);;Alien: Resurrection (1997);;Georgia (1995);;Lamerica (1994)"
121,"1372,315,30,197,3025","Star Trek VI: The Undiscovered Country (1991);;Specialist, The (1994);;Shanghai Triad (Yao a yao yao dao waipo qiao) (1995);;Stars Fell on Henrietta, The (1995);;Rough Night in Jericho (1967)","Boys of St. Vincent, The (1993)","Star Trek VI: The Undiscovered Country (1991);;Specialist, The (1994);;Shanghai Triad (Yao a yao yao dao waipo qiao) (1995);;Stars Fell on Henrietta, The (1995);;Rough Night in Jericho (1967)"
122,"673,2989,376,100,3004","Space Jam (1996);;For Your Eyes Only (1981);;River Wild, The (1994);;City Hall (1996);;Bachelor, The (1999)",Boomerang (1992),"Space Jam (1996);;For Your Eyes Only (1981);;River Wild, The (1994);;City Hall (1996);;Bachelor, The (1999)"
123,"1969,923,2603,1085,552","Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985);;Citizen Kane (1941);;Nô (1998);;Old Man and the Sea, The (1958);;Three Musketeers, The (1993)",Chungking Express (1994),"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985);;Citizen Kane (1941);;Nô (1998);;Old Man and the Sea, The (1958);;Three Musketeers, The (1993)"
124,"1593,1705,325,509,1497","Picture Perfect (1997);;Guy (1996);;National Lampoon's Senior Trip (1995);;Piano, The (1993);;Double Team (1997)","Star Maker, The (Uomo delle stelle, L') (1995)","Picture Perfect (1997);;Guy (1996);;National Lampoon's Senior Trip (1995);;Piano, The (1993);;Double Team (1997)"
125,"519,2765,558,1277,1326","Robocop 3 (1993);;Acid House, The (1998);;Pagemaster, The (1994);;Cyrano de Bergerac (1990);;Amityville II: The Possession (1982)",Flirting With Disaster (1996),"Robocop 3 (1993);;Acid House, The (1998);;Pagemaster, The (1994);;Cyrano de Bergerac (1990);;Amityville II: The Possession (1982)"
126,"1960,607,176,3175,755","Last Emperor, The (1987);;Century (1993);;Living in Oblivion (1995);;Galaxy Quest (1999);;Kim (1950)","NeverEnding Story III, The (1994)","Last Emperor, The (1987);;Century (1993);;Living in Oblivion (1995);;Galaxy Quest (1999);;Kim (1950)"
127,"3119,3214,58,2877,34","Bay of Blood (Reazione a catena) (1971);;American Flyers (1985);;Postino, Il (The Postman) (1994);;Tommy (1975);;Babe (1995)","Silence of the Palace, The (Saimt el Qusur) (1994)","Bay of Blood (Reazione a catena) (1971);;American Flyers (1985);;Postino, Il (The Postman) (1994);;Tommy (1975);;Babe (1995)"
128,"2832,157,2347,1049,3584","Lost Son, The (1999);;Canadian Bacon (1994);;Pope of Greenwich Village, The (1984);;Ghost and the Darkness, The (1996);;Breathless (1983)",Jupiter's Wife (1994),"Lost Son, The (1999);;Canadian Bacon (1994);;Pope of Greenwich Village, The (1984);;Ghost and the Darkness, The (1996);;Breathless (1983)"
129,"2210,2354,110,1699,1577","Sabotage (1936);;Rugrats Movie, The (1998);;Braveheart (1995);;Butcher Boy, The (1998);;Mondo (1996)",Pie in the Sky (1995),"Sabotage (1936);;Rugrats Movie, The (1998);;Braveheart (1995);;Butcher Boy, The (1998);;Mondo (1996)"
130,"2126,609,1247,1129,336","Snake Eyes (1998);;Homeward Bound II: Lost in San Francisco (1996);;Graduate, The (1967);;Escape from New York (1981);;Walking Dead, The (1995)",Angela (1995),"Snake Eyes (1998);;Homeward Bound II: Lost in San Francisco (1996);;Graduate, The (1967);;Escape from New York (1981);;Walking Dead, The (1995)"
131,"908,2448,1508,2037,1577",North by Northwest (1959);;Virus (1999);;Traveller (1997);;Candleshoe (1977);;Mondo (1996),Frankie Starlight (1995),North by Northwest (1959);;Virus (1999);;Traveller (1997);;Candleshoe (1977);;Mondo (1996)
132,"3555,2054,911,2818,524","U-571 (2000);;Honey, I Shrunk the Kids (1989);;Charade (1963);;Iron Eagle IV (1995);;Rudy (1993)",Jade (1995),"U-571 (2000);;Honey, I Shrunk the Kids (1989);;Charade (1963);;Iron Eagle IV (1995);;Rudy (1993)"
133,"129,587,1394,2393,2633","Pie in the Sky (1995);;Ghost (1990);;Raising Arizona (1987);;Star Trek: Insurrection (1998);;Mummy, The (1932)",Nueba Yol (1995),"Pie in the Sky (1995);;Ghost (1990);;Raising Arizona (1987);;Star Trek: Insurrection (1998);;Mummy, The (1932)"
134,"1864,2762,847,2538,2766","Sour Grapes (1998);;Sixth Sense, The (1999);;Big Squeeze, The (1996);;Dancemaker (1998);;Adventures of Sebastian Cole, The (1998)",Sonic Outlaws (1995),"Sour Grapes (1998);;Sixth Sense, The (1999);;Big Squeeze, The (1996);;Dancemaker (1998);;Adventures of Sebastian Cole, The (1998)"
135,"261,2874,612,504,1318","Little Women (1994);;Pajama Game, The (1957);;Pallbearer, The (1996);;No Escape (1994);;Blue Juice (1995)",Down Periscope (1996),"Little Women (1994);;Pajama Game, The (1957);;Pallbearer, The (1996);;No Escape (1994);;Blue Juice (1995)"
136,"2832,1420,740,3254,2905","Lost Son, The (1999);;Message to Love: The Isle of Wight Festival (1996);;Wayne's World 2 (1993);;Sanjuro (1962)",From the Journals of Jean Seberg (1995),"Lost Son, The (1999);;Message to Love: The Isle of Wight Festival (1996);;Wayne's World 2 (1993);;Sanjuro (1962)"
137,"635,904,510,551,2248","Family Thing, A (1996);;Rear Window (1954);;Poetic Justice (1993);;Nightmare Before Christmas, The (1993);;Say Anything... (1989)",Man of the Year (1995),"Family Thing, A (1996);;Rear Window (1954);;Poetic Justice (1993);;Nightmare Before Christmas, The (1993);;Say Anything... (1989)"
138,"2977,1625,3077,664,2962","Crazy in Alabama (1999);;Game, The (1997);;42 Up (1998);;Faithful (1996);;Fever Pitch (1997)","Neon Bible, The (1995)","Crazy in Alabama (1999);;Game, The (1997);;42 Up (1998);;Faithful (1996);;Fever Pitch (1997)"
139,"878,1023,1761,1477,2127","Bye-Bye (1995);;Winnie the Pooh and the Blustery Day (1968);;Love Jones (1997);;First Love, Last Rites (1997)",Target (1995),"Bye-Bye (1995);;Winnie the Pooh and the Blustery Day (1968);;Love Jones (1997);;First Love, Last Rites (1997)"
140,"2216,73,2490,585,1688","Skin Game, The (1931);;Misérables, Les (1995);;Payback (1999);;Brady Bunch Movie, The (1995);;Anastasia (1997)",Up Close and Personal (1996),"Skin Game, The (1931);;Misérables, Les (1995);;Payback (1999);;Brady Bunch Movie, The (1995);;Anastasia (1997)"
141,"1465,484,2321,334,198",Rosewood (1997);;Lassie (1994);;Pleasantville (1998);;Vanya on 42nd Street (1994);;Strange Days (1995),"Birdcage, The (1996)",Rosewood (1997);;Lassie (1994);;Pleasantville (1998);;Vanya on 42nd Street (1994);;Strange Days (1995)
142,"2508,1376,2268,2062,2022","Breaks, The (1999);;Star Trek IV: The Voyage Home (1986);;Few Good Men, A (1992);;Governess, The (1998);;Last Temptation of Christ, The (1988)",Shadows (Cienie) (1988),"Breaks, The (1999);;Star Trek IV: The Voyage Home (1986);;Few Good Men, A (1992);;Governess, The (1998);;Last Temptation of Christ, The (1988)"
144,"1620,1624,987,2815,613","Kiss the Girls (1997);;Thousand Acres, A (1997);;Bliss (1997);;Iron Eagle (1986);;Jane Eyre (1996)","Brothers McMullen, The (1995)","Kiss the Girls (1997);;Thousand Acres, A (1997);;Bliss (1997);;Iron Eagle (1986);;Jane Eyre (1996)"
145,"1801,1270,1255,1717,160","Man in the Iron Mask, The (1998);;Back to the Future (1985);;Bad Taste (1987);;Scream 2 (1997);;Congo (1995)",Bad Boys (1995),"Man in the Iron Mask, The (1998);;Back to the Future (1985);;Bad Taste (1987);;Scream 2 (1997);;Congo (1995)"
146,"780,190,471,468,942","Independence Day (ID4) (1996);;Safe (1995);;Hudsucker Proxy, The (1994);;Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995);;Laura (1944)","Amazing Panda Adventure, The (1995)","Independence Day (ID4) (1996);;Safe (1995);;Hudsucker Proxy, The (1994);;Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995);;Laura (1944)"
147,"2023,3261,1569,2854,1541","Godfather: Part III, The (1990);;Singles (1992);;My Best Friend's Wedding (1997);;Don't Look in the Basement! (1973);;Addicted to Love (1997)","Basketball Diaries, The (1995)","Godfather: Part III, The (1990);;Singles (1992);;My Best Friend's Wedding (1997);;Don't Look in the Basement! (1973);;Addicted to Love (1997)"
148,"3346,374,293,56,730","Color Me Blood Red (1965);;Richie Rich (1994);;Professional, The (a.k.a. Leon: The Professional) (1994);;Kids of the Round Table (1995);;Low Life, The (1994)","Awfully Big Adventure, An (1995)","Color Me Blood Red (1965);;Richie Rich (1994);;Professional, The (a.k.a. Leon: The Professional) (1994);;Kids of the Round Table (1995);;Low Life, The (1994)"
149,"1129,1704,2089,178,197","Escape from New York (1981);;Good Will Hunting (1997);;Rescuers Down Under, The (1990);;Love & Human Remains (1993);;Stars Fell on Henrietta, The (1995)",Amateur (1994),"Escape from New York (1981);;Good Will Hunting (1997);;Rescuers Down Under, The (1990);;Love & Human Remains (1993);;Stars Fell on Henrietta, The (1995)"
150,"2055,2284,61,750,1546",Hot Lead and Cold Feet (1978);;Bandit Queen (1994);;Eye for an Eye (1996);;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963);;Schizopolis (1996),Apollo 13 (1995),Hot Lead and Cold Feet (1978);;Bandit Queen (1994);;Eye for an Eye (1996);;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963);;Schizopolis (1996)
151,"3127,276,2092,2240,370","Holy Smoke (1999);;Milk Money (1994);;Return of Jafar, The (1993);;My Bodyguard (1980);;Naked Gun 33 1/3: The Final Insult (1994)",Rob Roy (1995),"Holy Smoke (1999);;Milk Money (1994);;Return of Jafar, The (1993);;My Bodyguard (1980);;Naked Gun 33 1/3: The Final Insult (1994)"
